inspection_id,vehicle_id,model,plant,component_id,component_type,supplier,inspection_date,fault_code,fault_type,severity,sensor_value,inspection_result,repair_action
INS1588,V0165,MODEL_A,Plant_2,CMP0268,Brake Sensor,Supplier_A,2026-01-30,NO_SIG,No Signal,Medium,96.64,Fail,Check wiring and connector
INS1589,V0349,MODEL_B,Plant_3,CMP0082,Battery,Supplier_A,2026-04-14,BAT_TEMP,Overheating,Medium,22.26,Fail,Inspect cooling system
INS1590,V0186,MODEL_A,Plant_2,CMP0094,Temperature Sensor,Supplier_A,2026-05-13,TEMP_DRIFT,Signal Drift,Medium,59.87,Fail,Perform sensor calibration
INS1591,V0335,MODEL_B,Plant_1,CMP0047,Temperature Sensor,Supplier_B,2026-08-05,TEMP_DRIFT,Signal Drift,Medium,19.04,Fail,Perform sensor calibration
INS1592,V0068,MODEL_B,Plant_3,CMP0006,Brake Sensor,Supplier_B,2026-03-14,NO_SIG,No Signal,High,83.18,Fail,Check wiring and connector
INS1593,V0469,MODEL_A,Plant_3,CMP0230,Brake Sensor,Supplier_A,2026-05-31,NO_SIG,No Signal,High,87.9,Fail,Check wiring and connector
INS1594,V0261,MODEL_B,Plant_3,CMP0225,Temperature Sensor,Supplier_C,2026-02-21,TEMP_DRIFT,Signal Drift,Medium,107.52,Fail,Perform sensor calibration
INS1595,V0175,MODEL_C,Plant_2,CMP0068,Battery,Supplier_B,2026-05-21,BAT_VOLT,Voltage Drop,Low,28.14,Fail,Check battery voltage
INS1596,V0288,MODEL_B,Plant_1,CMP0070,Battery,Supplier_C,2026-06-15,BAT_TEMP,Overheating,Low,74.31,Fail,Inspect cooling system
INS1597,V0236,MODEL_B,Plant_3,CMP0245,Battery,Supplier_C,2026-02-24,BAT_TEMP,Overheating,Medium,68.08,Fail,Inspect cooling system
INS1598,V0125,MODEL_B,Plant_1,CMP0159,Battery,Supplier_C,2026-08-10,BAT_CELL,Cell Imbalance,Low,65.44,Fail,Inspect battery cells
INS1599,V0282,MODEL_C,Plant_2,CMP0055,Temperature Sensor,Supplier_C,2026-01-16,TEMP_INV,Invalid Reading,Medium,106.4,Fail,Replace or recalibrate sensor
INS1600,V0280,MODEL_C,Plant_1,CMP0144,Brake Sensor,Supplier_A,2026-06-02,NO_SIG,No Signal,Medium,59.42,Fail,Check wiring and connector
INS1601,V0188,MODEL_A,Plant_1,CMP0014,Battery,Supplier_B,2026-04-21,BAT_TEMP,Overheating,Low,56.78,Fail,Inspect cooling system
INS1602,V0154,MODEL_C,Plant_2,CMP0186,Battery,Supplier_B,2026-04-26,BAT_TEMP,Overheating,Medium,29.44,Fail,Inspect cooling system
INS1603,V0030,MODEL_A,Plant_3,CMP0193,Brake Sensor,Supplier_A,2026-08-22,NO_SIG,No Signal,High,42.71,Fail,Check wiring and connector
INS1604,V0025,MODEL_C,Plant_3,CMP0163,Brake Sensor,Supplier_B,2026-07-31,NO_SIG,No Signal,Low,96.61,Fail,Check wiring and connector
INS1605,V0021,MODEL_C,Plant_2,CMP0107,Battery,Supplier_C,2026-05-01,BAT_VOLT,Voltage Drop,High,30.59,Fail,Check battery voltage
INS1606,V0095,MODEL_A,Plant_2,CMP0200,Battery,Supplier_C,2026-02-28,BAT_TEMP,Overheating,Medium,57.18,Fail,Inspect cooling system
INS1607,V0277,MODEL_C,Plant_2,CMP0233,Temperature Sensor,Supplier_B,2026-03-24,NO_SIG,No Signal,Medium,50.54,Fail,Check wiring and connector
INS1608,V0448,MODEL_C,Plant_2,CMP0164,Battery,Supplier_C,2026-08-12,BAT_TEMP,Overheating,Medium,75.63,Fail,Inspect cooling system
INS1609,V0121,MODEL_A,Plant_1,CMP0028,Brake Sensor,Supplier_C,2026-08-12,CAL_ERR,Calibration Error,High,87.81,Fail,Recalibrate sensor
INS1610,V0249,MODEL_B,Plant_2,CMP0244,Brake Sensor,Supplier_B,2026-06-30,CAL_ERR,Calibration Error,Medium,85.54,Fail,Recalibrate sensor
INS1611,V0322,MODEL_A,Plant_3,CMP0265,Temperature Sensor,Supplier_B,2026-05-06,TEMP_DRIFT,Signal Drift,Low,56.16,Fail,Perform sensor calibration
INS1612,V0411,MODEL_C,Plant_2,CMP0223,Brake Sensor,Supplier_B,2026-01-18,SIG_ERR,Signal Error,High,40.2,Fail,Inspect sensor connection
INS1613,V0185,MODEL_C,Plant_2,CMP0183,Brake Sensor,Supplier_B,2026-05-29,CAL_ERR,Calibration Error,Low,27.39,Fail,Recalibrate sensor
INS1614,V0384,MODEL_B,Plant_3,CMP0165,Battery,Supplier_C,2026-03-23,,Overheating,Low,60.43,Fail,Inspect cooling system
INS1615,V0496,MODEL_C,Plant_3,CMP0164,Brake Sensor,Supplier_C,2026-02-20,NO_SIG,No Signal,High,38.02,Fail,Check wiring and connector
INS1616,V0330,MODEL_A,Plant_3,CMP0011,Brake Sensor,Supplier_C,2026-05-13,CAL_ERR,Calibration Error,High,57.67,Fail,Recalibrate sensor
INS1617,V0165,MODEL_A,Plant_1,CMP0105,Temperature Sensor,Supplier_C,2026-05-13,TEMP_INV,Invalid Reading,Low,67.51,Fail,Replace or recalibrate sensor
INS1618,V0323,MODEL_A,Plant_3,CMP0130,Temperature Sensor,Supplier_B,2026-03-14,TEMP_INV,Invalid Reading,Low,5.04,Fail,Replace or recalibrate sensor
INS1619,V0036,MODEL_C,Plant_2,CMP0114,Temperature Sensor,Supplier_A,2026-03-15,TEMP_INV,Invalid Reading,Low,-19.51,Fail,Replace or recalibrate sensor
INS1620,V0442,MODEL_A,Plant_1,CMP0013,Brake Sensor,Supplier_A,2026-04-10,NO_SIG,No Signal,Low,43.87,Fail,Check wiring and connector
INS1621,V0482,MODEL_C,Plant_3,CMP0058,Battery,Supplier_C,2026-06-08,BAT_VOLT,Voltage Drop,Medium,24.62,Fail,Check battery voltage
INS1622,V0063,MODEL_C,Plant_1,CMP0022,Brake Sensor,Supplier_C,2026-06-26,CAL_ERR,Calibration Error,Medium,48.27,Fail,Recalibrate sensor
INS1623,V0015,MODEL_C,Plant_2,CMP0129,Battery,Supplier_B,2026-05-01,BAT_VOLT,Voltage Drop,Medium,43.14,Fail,Check battery voltage
INS1624,V0275,MODEL_C,Plant_3,CMP0103,Temperature Sensor,Supplier_A,2026-02-16,TEMP_DRIFT,Signal Drift,High,63.03,Fail,Perform sensor calibration
INS1625,V0398,MODEL_A,Plant_2,CMP0222,Brake Sensor,Supplier_C,2026-03-01,SIG_ERR,Signal Error,High,73.04,Fail,Inspect sensor connection
INS1626,V0076,MODEL_C,Plant_3,CMP0228,Battery,Supplier_A,2026-03-20,BAT_VOLT,Voltage Drop,High,32.11,Fail,Check battery voltage
INS1627,V0260,MODEL_A,Plant_2,CMP0178,Brake Sensor,Supplier_B,2026-04-17,NO_SIG,No Signal,Critical,64.74,Fail,Check wiring and connector
INS1628,V0268,MODEL_A,Plant_1,CMP0278,Temperature Sensor,Supplier_C,2026-05-30,TEMP_INV,Invalid Reading,High,35.63,Fail,Replace or recalibrate sensor
INS1629,V0384,MODEL_C,Plant_2,CMP0276,Battery,Supplier_B,2026-06-04,BAT_CELL,Cell Imbalance,Low,70.76,Fail,Inspect battery cells
INS1630,V0273,MODEL_B,Plant_3,CMP0047,Brake Sensor,Supplier_B,2026-07-12,NO_SIG,No Signal,High,78.64,Fail,Check wiring and connector
INS1631,V0069,MODEL_B,Plant_3,CMP0094,Battery,Supplier_C,2026-03-28,BAT_VOLT,Voltage Drop,High,24.1,Fail,Check battery voltage
INS1632,V0417,MODEL_C,Plant_1,CMP0002,Temperature Sensor,Supplier_C,2026-06-22,NO_SIG,No Signal,High,113.43,Fail,Check wiring and connector
INS1633,V0127,MODEL_C,Plant_1,CMP0177,Temperature Sensor,Supplier_A,2026-08-03,NO_SIG,No Signal,Medium,19.07,Fail,Check wiring and connector
INS1634,V0226,MODEL_B,Plant_2,CMP0111,Temperature Sensor,Supplier_B,2026-01-23,TEMP_INV,Invalid Reading,Low,9999.0,Fail,Replace or recalibrate sensor
INS1635,V0187,MODEL_A,Plant_3,CMP0062,Brake Sensor,Supplier_B,2026-04-16,CAL_ERR,Calibration Error,Low,40.83,Fail,Recalibrate sensor
INS1636,V0361,MODEL_A,Plant_1,CMP0090,Battery,Supplier_B,2026-05-31,BAT_TEMP,Overheating,Medium,74.45,Fail,Inspect cooling system
INS1637,V0264,MODEL_B,Plant_3,CMP0087,Battery,,2026-07-19,BAT_TEMP,Overheating,High,48.27,Fail,Inspect cooling system
INS1638,V0217,MODEL_C,Plant_2,CMP0013,Battery,Supplier_C,2026-05-18,BAT_VOLT,Voltage Drop,Low,38.1,Fail,Check battery voltage
INS1639,V0007,MODEL_A,Plant_3,CMP0281,Brake Sensor,Supplier_C,2026-02-28,NO_SIG,No Signal,Medium,80.04,Fail,Check wiring and connector
INS1640,V0453,MODEL_B,Plant_2,CMP0181,Brake Sensor,Supplier_C,2026-03-26,SIG_ERR,Signal Error,High,85.34,Fail,Inspect sensor connection
INS1641,V0065,MODEL_B,Plant_3,CMP0083,Battery,Supplier_A,2026-01-15,BAT_VOLT,Voltage Drop,Low,65.29,Fail,Check battery voltage
INS1642,V0390,MODEL_B,Plant_2,CMP0171,Temperature Sensor,Supplier_A,2026-07-12,TEMP_INV,Invalid Reading,High,-1.66,Fail,Replace or recalibrate sensor
INS1643,V0201,MODEL_B,Plant_1,CMP0076,Temperature Sensor,Supplier_C,2026-08-24,TEMP_DRIFT,Signal Drift,High,-9.9,Fail,Perform sensor calibration
INS1644,V0234,MODEL_C,Plant_2,CMP0179,Temperature Sensor,Supplier_C,2026-03-22,TEMP_INV,Invalid Reading,High,12.51,Fail,Replace or recalibrate sensor
INS1645,V0151,MODEL_A,Plant_1,CMP0244,Temperature Sensor,Supplier_A,2026-02-15,NO_SIG,No Signal,Medium,-1.67,Fail,Check wiring and connector
INS1646,V0139,MODEL_C,Plant_2,CMP0147,Battery,Supplier_A,2026-06-01,BAT_VOLT,Voltage Drop,High,28.77,Fail,Check battery voltage
INS1647,V0049,MODEL_C,Plant_3,CMP0171,Battery,Supplier_A,2026-07-27,BAT_VOLT,Voltage Drop,Low,37.6,Fail,Check battery voltage
INS1648,V0317,MODEL_B,Plant_2,CMP0254,Temperature Sensor,Supplier_C,2026-07-15,TEMP_INV,Invalid Reading,Medium,-8.5,Fail,Replace or recalibrate sensor
INS1649,V0377,MODEL_B,Plant_1,CMP0197,Brake Sensor,Supplier_B,2026-01-10,CAL_ERR,Calibration Error,High,44.65,Fail,Recalibrate sensor
INS1650,V0331,MODEL_B,Plant_2,CMP0207,Temperature Sensor,Supplier_B,2026-07-01,TEMP_INV,Invalid Reading,Low,53.84,Fail,Replace or recalibrate sensor
INS1651,V0294,MODEL_B,Plant_2,CMP0157,Battery,Supplier_B,2026-06-25,BAT_TEMP,Overheating,Low,77.19,Fail,Inspect cooling system
INS1652,V0384,MODEL_A,Plant_2,CMP0069,Temperature Sensor,Supplier_C,2026-07-30,TEMP_INV,Invalid Reading,Medium,57.38,Fail,Replace or recalibrate sensor
INS1653,V0228,MODEL_A,Plant_2,CMP0154,Brake Sensor,Supplier_B,2026-06-26,SIG_ERR,Signal Error,High,64.13,Fail,Inspect sensor connection
INS1654,V0350,MODEL_A,Plant_1,CMP0202,Temperature Sensor,Supplier_C,2026-08-16,NO_SIG,No Signal,Critical,17.69,Fail,Check wiring and connector
INS1655,V0189,MODEL_A,Plant_1,CMP0281,Battery,Supplier_B,2026-03-20,BAT_TEMP,Overheating,Low,43.28,Fail,Inspect cooling system
INS1656,V0441,MODEL_B,Plant_2,CMP0285,Brake Sensor,Supplier_B,2026-05-03,CAL_ERR,Calibration Error,Medium,12.68,Fail,Recalibrate sensor
INS1657,V0258,MODEL_C,Plant_2,CMP0057,Brake Sensor,Supplier_B,2026-04-05,CAL_ERR,Calibration Error,Low,9999.0,Fail,Recalibrate sensor
INS1658,V0116,MODEL_B,Plant_3,CMP0065,Brake Sensor,Supplier_A,2026-08-04,CAL_ERR,Calibration Error,Low,88.72,Fail,Recalibrate sensor
INS1659,V0061,MODEL_C,Plant_2,CMP0099,Brake Sensor,Supplier_A,2026-05-04,CAL_ERR,Calibration Error,Low,78.42,Fail,Recalibrate sensor
INS1660,V0045,MODEL_C,Plant_2,CMP0245,Temperature Sensor,Supplier_C,2026-01-31,NO_SIG,No Signal,Low,100.21,Fail,Check wiring and connector
INS1661,V0191,MODEL_A,Plant_1,CMP0193,Temperature Sensor,Supplier_C,2026-08-05,TEMP_DRIFT,Signal Drift,Medium,56.85,Fail,Perform sensor calibration
INS1662,V0446,MODEL_A,Plant_2,CMP0213,Brake Sensor,Supplier_A,2026-03-28,NO_SIG,No Signal,High,49.79,Fail,Check wiring and connector
INS1663,V0474,MODEL_A,Plant_2,CMP0266,Battery,Supplier_C,2026-06-27,BAT_VOLT,Voltage Drop,Low,57.99,Fail,Check battery voltage
INS1664,V0393,MODEL_A,Plant_3,CMP0035,Battery,Supplier_B,2026-05-15,BAT_TEMP,Overheating,High,38.22,Fail,Inspect cooling system
INS1665,V0030,MODEL_C,Plant_2,CMP0089,Battery,Supplier_B,2026-01-13,BAT_VOLT,Voltage Drop,High,25.67,Fail,Check battery voltage
INS1666,V0495,MODEL_A,Plant_2,CMP0277,Brake Sensor,Supplier_C,2026-07-05,CAL_ERR,Calibration Error,High,52.26,Fail,Recalibrate sensor
INS1667,V0040,MODEL_C,Plant_2,CMP0072,Battery,Supplier_A,2026-08-14,BAT_VOLT,Voltage Drop,Low,27.61,Fail,Check battery voltage
INS1668,V0423,MODEL_C,Plant_3,CMP0226,Battery,Supplier_C,2026-03-21,BAT_TEMP,Overheating,Medium,25.42,Fail,Inspect cooling system
INS1669,V0150,MODEL_B,Plant_1,CMP0246,Brake Sensor,Supplier_C,2026-06-06,CAL_ERR,Calibration Error,Medium,62.2,Fail,Recalibrate sensor
INS1670,V0202,MODEL_B,Plant_2,CMP0266,Brake Sensor,Supplier_A,2026-01-11,CAL_ERR,Calibration Error,High,72.62,Fail,Recalibrate sensor
INS1671,V0110,MODEL_B,Plant_3,CMP0180,Brake Sensor,Supplier_C,2026-02-28,CAL_ERR,Calibration Error,Medium,49.07,Fail,Recalibrate sensor
INS1672,V0486,MODEL_A,Plant_2,CMP0066,Temperature Sensor,Supplier_A,2026-06-24,TEMP_INV,Invalid Reading,High,12.56,Fail,Replace or recalibrate sensor
INS1673,V0265,MODEL_C,Plant_1,CMP0152,Brake Sensor,Supplier_C,2026-06-04,NO_SIG,No Signal,Medium,54.36,Fail,Check wiring and connector
INS1674,V0013,MODEL_B,Plant_2,CMP0167,Temperature Sensor,Supplier_C,2026-08-23,NO_SIG,No Signal,Medium,99.82,Fail,Check wiring and connector
INS1675,V0147,MODEL_C,Plant_3,CMP0154,Brake Sensor,Supplier_B,2026-08-26,NO_SIG,No Signal,Medium,89.64,Fail,Check wiring and connector
INS1676,V0257,MODEL_A,Plant_2,CMP0039,Temperature Sensor,Supplier_A,2026-06-07,TEMP_INV,Invalid Reading,High,114.88,Fail,Replace or recalibrate sensor
INS1677,V0304,MODEL_B,Plant_3,CMP0066,Brake Sensor,Supplier_C,2026-04-02,CAL_ERR,Calibration Error,Low,50.54,Fail,Recalibrate sensor
INS1678,V0021,MODEL_A,Plant_1,CMP0089,Battery,Supplier_C,2026-06-04,BAT_VOLT,Voltage Drop,High,27.99,Fail,Check battery voltage
INS1679,V0281,MODEL_C,Plant_1,CMP0087,Brake Sensor,,2026-06-05,SIG_ERR,Signal Error,Low,58.15,Fail,Inspect sensor connection
INS1680,V0194,MODEL_A,Plant_2,CMP0122,Battery,Supplier_C,2026-06-13,BAT_CELL,Cell Imbalance,Medium,58.86,Fail,Inspect battery cells
INS1681,V0028,MODEL_B,Plant_2,CMP0108,Temperature Sensor,Supplier_B,2026-08-07,NO_SIG,No Signal,High,44.06,Fail,Check wiring and connector
INS1682,V0064,MODEL_C,Plant_1,CMP0208,Battery,Supplier_A,2026-05-25,BAT_VOLT,Voltage Drop,High,61.4,Fail,Check battery voltage
INS1683,V0461,MODEL_A,Plant_2,CMP0014,Brake Sensor,,2026-02-02,SIG_ERR,Signal Error,Low,76.33,Fail,Inspect sensor connection
INS1684,V0070,MODEL_C,Plant_1,CMP0241,Battery,Supplier_B,2026-03-24,BAT_TEMP,Overheating,Medium,52.67,Fail,Inspect cooling system
INS1685,V0105,MODEL_A,Plant_1,CMP0175,Temperature Sensor,Supplier_A,2026-04-12,TEMP_DRIFT,Signal Drift,Medium,13.77,Fail,Perform sensor calibration
INS1686,V0322,MODEL_A,Plant_3,CMP0154,Temperature Sensor,Supplier_C,2026-06-24,NO_SIG,No Signal,Low,90.28,Fail,Check wiring and connector
INS1687,V0278,MODEL_B,Plant_3,CMP0229,Battery,Supplier_C,2026-08-08,BAT_TEMP,Overheating,High,59.31,Fail,Inspect cooling system
INS1688,V0195,MODEL_C,Plant_2,CMP0079,Battery,Supplier_C,2026-04-14,BAT_CELL,Cell Imbalance,Medium,66.17,Fail,Inspect battery cells
INS1689,V0388,MODEL_A,Plant_2,CMP0207,Temperature Sensor,Supplier_A,2026-06-18,TEMP_DRIFT,Signal Drift,High,25.44,Fail,Perform sensor calibration
INS1690,V0382,MODEL_A,Plant_1,CMP0106,Temperature Sensor,Supplier_C,2026-05-07,TEMP_INV,Invalid Reading,High,51.16,Fail,Replace or recalibrate sensor
INS1691,V0140,MODEL_B,Plant_1,CMP0053,Battery,Supplier_A,2026-04-21,BAT_CELL,Cell Imbalance,High,30.98,Fail,Inspect battery cells
INS1692,V0277,MODEL_B,Plant_3,CMP0013,Temperature Sensor,Supplier_A,2026-04-07,NO_SIG,No Signal,Low,99.17,Fail,Check wiring and connector
INS1693,V0351,MODEL_A,Plant_3,CMP0255,Brake Sensor,Supplier_B,2026-03-10,SIG_ERR,Signal Error,High,29.19,Fail,Inspect sensor connection
INS1694,V0176,MODEL_A,Plant_2,CMP0025,Brake Sensor,Supplier_A,2026-08-08,CAL_ERR,Calibration Error,Low,80.11,Fail,Recalibrate sensor
INS1695,V0499,MODEL_A,Plant_2,CMP0247,Brake Sensor,Supplier_B,2026-02-23,CAL_ERR,Calibration Error,Medium,67.83,Fail,Recalibrate sensor
INS1696,V0284,MODEL_B,Plant_1,CMP0227,Battery,Supplier_B,2026-03-08,BAT_CELL,Cell Imbalance,Low,46.23,Fail,Inspect battery cells
INS1697,V0098,MODEL_A,Plant_1,CMP0101,Temperature Sensor,Supplier_B,2026-04-19,TEMP_INV,Invalid Reading,Low,79.01,Fail,Replace or recalibrate sensor
INS1698,V0001,MODEL_B,Plant_2,CMP0262,Battery,Supplier_B,2026-06-25,BAT_VOLT,Voltage Drop,Low,33.43,Fail,Check battery voltage
INS1699,V0444,MODEL_A,Plant_1,CMP0116,Temperature Sensor,Supplier_A,2026-05-14,TEMP_DRIFT,Signal Drift,High,50.64,Fail,Perform sensor calibration
INS1700,V0477,MODEL_B,Plant_2,CMP0051,Temperature Sensor,,2026-07-23,TEMP_INV,Invalid Reading,High,68.16,Fail,Replace or recalibrate sensor
INS1701,V0216,MODEL_B,Plant_3,CMP0289,Temperature Sensor,Supplier_B,2026-03-20,TEMP_INV,Invalid Reading,Low,53.11,Fail,Replace or recalibrate sensor
INS1702,V0345,MODEL_A,Plant_2,CMP0166,Temperature Sensor,Supplier_B,2026-02-09,NO_SIG,No Signal,Medium,105.08,Fail,Check wiring and connector
INS1703,V0243,MODEL_C,Plant_3,CMP0201,Battery,Supplier_A,2026-08-12,BAT_CELL,Cell Imbalance,High,63.07,Fail,Inspect battery cells
INS1704,V0199,MODEL_B,Plant_3,CMP0073,Brake Sensor,Supplier_C,2026-03-12,SIG_ERR,Signal Error,Medium,78.85,Fail,Inspect sensor connection
INS1705,V0120,MODEL_B,Plant_3,CMP0145,Brake Sensor,Supplier_A,2026-01-28,NO_SIG,No Signal,High,14.21,Fail,Check wiring and connector
INS1706,V0203,MODEL_A,Plant_2,CMP0035,Battery,Supplier_C,2026-05-27,BAT_CELL,Cell Imbalance,Low,64.0,Fail,Inspect battery cells
INS1707,V0081,MODEL_C,Plant_1,CMP0039,Brake Sensor,Supplier_A,2026-01-28,CAL_ERR,Calibration Error,High,53.79,Fail,Recalibrate sensor
INS1708,V0462,MODEL_C,Plant_1,CMP0255,Temperature Sensor,Supplier_C,2026-02-08,TEMP_INV,Invalid Reading,High,77.72,Fail,Replace or recalibrate sensor
INS1709,V0313,MODEL_A,Plant_3,CMP0009,Temperature Sensor,Supplier_A,2026-07-18,NO_SIG,No Signal,Medium,83.74,Fail,Check wiring and connector
INS1710,V0308,MODEL_A,Plant_2,CMP0063,Temperature Sensor,Supplier_A,2026-05-29,TEMP_DRIFT,Signal Drift,Low,49.53,Fail,Perform sensor calibration
INS1711,V0117,MODEL_C,Plant_1,CMP0001,Brake Sensor,Supplier_A,2026-07-30,CAL_ERR,Calibration Error,Medium,99.28,Fail,Recalibrate sensor
INS1712,V0400,MODEL_C,Plant_1,CMP0277,Brake Sensor,Supplier_A,2026-08-11,CAL_ERR,Calibration Error,High,90.38,Fail,Recalibrate sensor
INS1713,V0451,MODEL_A,Plant_2,CMP0194,Brake Sensor,Supplier_B,2026-08-29,CAL_ERR,Calibration Error,Medium,34.04,Fail,Recalibrate sensor
INS1714,V0362,MODEL_C,Plant_1,CMP0226,Brake Sensor,Supplier_C,2026-06-11,SIG_ERR,Signal Error,Medium,84.3,Fail,Inspect sensor connection
INS1715,V0269,MODEL_B,Plant_1,CMP0238,Battery,Supplier_B,2026-03-12,BAT_TEMP,Overheating,High,52.94,Fail,Inspect cooling system
INS1716,V0219,MODEL_B,Plant_3,CMP0144,Brake Sensor,Supplier_A,2026-04-25,NO_SIG,No Signal,Low,98.66,Fail,Check wiring and connector
INS1717,V0228,MODEL_B,Plant_2,CMP0209,Battery,Supplier_A,2026-03-03,BAT_TEMP,Overheating,High,45.71,Fail,Inspect cooling system
INS1718,V0004,MODEL_C,Plant_1,CMP0074,Brake Sensor,Supplier_C,2026-02-17,NO_SIG,No Signal,Medium,0.11,Fail,Check wiring and connector
INS1719,V0155,MODEL_B,Plant_2,CMP0167,Temperature Sensor,Supplier_A,2026-06-08,NO_SIG,No Signal,Low,46.09,Fail,Check wiring and connector
INS1720,V0037,MODEL_A,Plant_1,CMP0281,Battery,Supplier_A,2026-02-09,BAT_CELL,Cell Imbalance,Medium,58.22,Fail,Inspect battery cells
INS1721,V0314,MODEL_C,Plant_3,CMP0019,Temperature Sensor,Supplier_C,2026-07-18,NO_SIG,No Signal,High,24.06,Fail,Check wiring and connector
INS1722,V0065,MODEL_C,Plant_1,CMP0122,Battery,Supplier_A,2026-08-24,BAT_VOLT,Voltage Drop,Low,71.88,Fail,Check battery voltage
INS1723,V0326,MODEL_C,Plant_1,CMP0176,Battery,Supplier_A,2026-08-05,BAT_VOLT,Voltage Drop,Medium,35.57,Fail,Check battery voltage
INS1724,V0136,MODEL_C,Plant_1,CMP0047,Temperature Sensor,Supplier_C,2026-07-15,TEMP_INV,Invalid Reading,Low,8.79,Fail,Replace or recalibrate sensor
INS1725,V0207,MODEL_C,Plant_2,CMP0137,Temperature Sensor,Supplier_B,2026-02-07,TEMP_INV,Invalid Reading,High,-16.74,Fail,Replace or recalibrate sensor
INS1726,V0014,MODEL_C,Plant_3,CMP0164,Temperature Sensor,Supplier_C,2026-03-01,TEMP_INV,Invalid Reading,Medium,-4.68,Fail,Replace or recalibrate sensor
INS1727,V0091,MODEL_B,Plant_1,CMP0234,Battery,Supplier_B,2026-06-14,BAT_TEMP,Overheating,High,59.99,Fail,Inspect cooling system
INS1728,V0436,MODEL_A,Plant_3,CMP0077,Brake Sensor,Supplier_A,2026-01-12,CAL_ERR,Calibration Error,High,11.53,Fail,Recalibrate sensor
INS1729,V0482,MODEL_C,Plant_2,CMP0044,Temperature Sensor,,2026-03-27,TEMP_DRIFT,Signal Drift,Medium,-8.58,Fail,Perform sensor calibration
INS1730,V0078,MODEL_B,Plant_1,CMP0118,Battery,Supplier_B,2026-05-18,BAT_TEMP,Overheating,Low,36.06,Fail,Inspect cooling system
INS1731,V0048,MODEL_A,Plant_2,CMP0242,Brake Sensor,Supplier_C,2026-06-06,CAL_ERR,Calibration Error,High,71.26,Fail,Recalibrate sensor
INS1732,V0128,MODEL_C,Plant_3,CMP0209,Temperature Sensor,Supplier_B,2026-08-17,NO_SIG,No Signal,Low,78.42,Fail,Check wiring and connector
INS1733,V0002,MODEL_B,Plant_2,CMP0057,Brake Sensor,Supplier_B,2026-01-27,NO_SIG,No Signal,Low,99.74,Fail,Check wiring and connector
INS1734,V0413,MODEL_B,Plant_3,CMP0070,Brake Sensor,Supplier_A,2026-01-18,CAL_ERR,Calibration Error,High,97.38,Fail,Recalibrate sensor
INS1735,V0441,MODEL_C,Plant_3,CMP0276,Temperature Sensor,Supplier_A,2026-01-16,NO_SIG,No Signal,Low,73.35,Fail,Check wiring and connector
INS1736,V0461,MODEL_C,Plant_1,CMP0228,Brake Sensor,Supplier_B,2026-07-11,SIG_ERR,Signal Error,Medium,48.02,Fail,Inspect sensor connection
INS1737,V0486,MODEL_A,Plant_3,CMP0137,Battery,Supplier_A,2026-07-01,BAT_TEMP,Overheating,High,23.74,Fail,Inspect cooling system
INS1738,V0216,MODEL_C,Plant_1,CMP0262,Battery,Supplier_A,2026-08-25,BAT_CELL,Cell Imbalance,Low,55.01,Fail,Inspect battery cells
INS1739,V0098,MODEL_A,Plant_3,CMP0200,Brake Sensor,Supplier_C,2026-06-26,CAL_ERR,Calibration Error,High,59.85,Fail,Recalibrate sensor
INS1740,V0025,MODEL_C,Plant_3,CMP0266,Temperature Sensor,Supplier_B,2026-07-25,TEMP_INV,Invalid Reading,High,73.58,Fail,Replace or recalibrate sensor
INS1741,V0005,MODEL_A,Plant_3,CMP0195,Brake Sensor,Supplier_B,2026-04-04,NO_SIG,No Signal,Medium,2.09,Fail,Check wiring and connector
INS1742,V0459,MODEL_A,Plant_1,CMP0157,Temperature Sensor,Supplier_B,2026-01-06,TEMP_DRIFT,Signal Drift,High,-6.46,Fail,Perform sensor calibration
INS1743,V0418,MODEL_C,Plant_1,CMP0082,Battery,Supplier_B,2026-06-20,BAT_TEMP,Overheating,Medium,69.69,Fail,Inspect cooling system
INS1744,V0122,MODEL_B,Plant_1,CMP0202,Brake Sensor,Supplier_C,2026-06-06,NO_SIG,No Signal,Medium,46.94,Fail,Check wiring and connector
INS1745,V0447,MODEL_B,Plant_1,CMP0243,Brake Sensor,Supplier_C,2026-08-02,NO_SIG,No Signal,Critical,57.61,Fail,Check wiring and connector
INS1746,V0115,MODEL_B,Plant_1,CMP0171,Brake Sensor,Supplier_A,2026-07-19,CAL_ERR,Calibration Error,Low,43.74,Fail,Recalibrate sensor
INS1747,V0392,MODEL_A,Plant_1,CMP0287,Temperature Sensor,Supplier_B,2026-05-05,NO_SIG,No Signal,Low,44.27,Fail,Check wiring and connector
INS1748,V0053,MODEL_C,Plant_3,CMP0116,Temperature Sensor,Supplier_B,2026-05-28,TEMP_INV,Invalid Reading,Low,4.47,Fail,Replace or recalibrate sensor
INS1749,V0477,MODEL_A,Plant_1,CMP0295,Battery,Supplier_B,2026-03-17,BAT_VOLT,Voltage Drop,Low,77.53,Fail,Check battery voltage
INS1750,V0054,MODEL_C,Plant_1,CMP0050,Brake Sensor,Supplier_B,2026-07-01,NO_SIG,No Signal,Medium,49.72,Fail,Check wiring and connector
INS1751,V0047,MODEL_C,Plant_3,CMP0239,Brake Sensor,Supplier_B,2026-08-29,NO_SIG,No Signal,Medium,2.43,Fail,Check wiring and connector
INS1752,V0049,MODEL_C,Plant_3,CMP0090,Brake Sensor,Supplier_A,2026-01-18,NO_SIG,No Signal,Medium,20.59,Fail,Check wiring and connector
